Season,DateTime,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
2015-16,2015-11-21T00:00:00Z,21/11/2015,00:00:00,Everton,Aston Villa,4,0,H,3,0,H
2015-16,2015-11-21T00:00:00Z,21/11/2015,00:00:00,Man City,Liverpool,1,4,A,1,3,A
2015-16,2015-11-21T00:00:00Z,21/11/2015,00:00:00,Newcastle,Leicester,0,3,A,0,1,A
2015-16,2015-11-21T00:00:00Z,21/11/2015,00:00:00,Southampton,Stoke,0,1,A,0,1,A
2015-16,2015-11-21T00:00:00Z,21/11/2015,00:00:00,Swansea,Bournemouth,2,2,D,2,2,D
2015-16,2015-11-21T00:00:00Z,21/11/2015,00:00:00,Watford,Man United,1,2,A,0,1,A
2015-16,2015-11-21T00:00:00Z,21/11/2015,00:00:00,West Brom,Arsenal,2,1,H,2,1,H
2015-16,2015-11-22T00:00:00Z,22/11/2015,00:00:00,Tottenham,West Ham,4,1,H,2,0,H
2015-16,2015-11-23T00:00:00Z,23/11/2015,00:00:00,Crystal Palace,Sunderland,0,1,A,0,0,D
2015-16,2015-11-28T00:00:00Z,28/11/2015,00:00:00,Aston Villa,Watford,2,3,A,1,1,D
2015-16,2015-11-28T00:00:00Z,28/11/2015,00:00:00,Bournemouth,Everton,3,3,D,0,2,A
2015-16,2015-11-28T00:00:00Z,28/11/2015,00:00:00,Crystal Palace,Newcastle,5,1,H,3,1,H
2015-16,2015-11-28T00:00:00Z,28/11/2015,00:00:00,Leicester,Man United,1,1,D,1,1,D
2015-16,2015-11-28T00:00:00Z,28/11/2015,00:00:00,Man City,Southampton,3,1,H,2,0,H
2015-16,2015-11-28T00:00:00Z,28/11/2015,00:00:00,Sunderland,Stoke,2,0,H,0,0,D
2015-16,2015-11-29T00:00:00Z,29/11/2015,00:00:00,Liverpool,Swansea,1,0,H,0,0,D
2015-16,2015-11-29T00:00:00Z,29/11/2015,00:00:00,Norwich,Arsenal,1,1,D,1,1,D
2015-16,2015-11-29T00:00:00Z,29/11/2015,00:00:00,Tottenham,Chelsea,0,0,D,0,0,D
2015-16,2015-11-29T00:00:00Z,29/11/2015,00:00:00,West Ham,West Brom,1,1,D,1,0,H
2015-16,2015-12-05T00:00:00Z,05/12/2015,00:00:00,Arsenal,Sunderland,3,1,H,1,1,D
2015-16,2015-12-05T00:00:00Z,05/12/2015,00:00:00,Chelsea,Bournemouth,0,1,A,0,0,D
2015-16,2015-12-05T00:00:00Z,05/12/2015,00:00:00,Man United,West Ham,0,0,D,0,0,D
2015-16,2015-12-05T00:00:00Z,05/12/2015,00:00:00,Southampton,Aston Villa,1,1,D,0,1,A
2015-16,2015-12-05T00:00:00Z,05/12/2015,00:00:00,Stoke,Man City,2,0,H,2,0,H
2015-16,2015-12-05T00:00:00Z,05/12/2015,00:00:00,Swansea,Leicester,0,3,A,0,2,A
2015-16,2015-12-05T00:00:00Z,05/12/2015,00:00:00,Watford,Norwich,2,0,H,1,0,H
2015-16,2015-12-05T00:00:00Z,05/12/2015,00:00:00,West Brom,Tottenham,1,1,D,1,1,D
2015-16,2015-12-06T00:00:00Z,06/12/2015,00:00:00,Newcastle,Liverpool,2,0,H,0,0,D
2015-16,2015-12-07T00:00:00Z,07/12/2015,00:00:00,Everton,Crystal Palace,1,1,D,0,0,D
2015-16,2015-12-12T00:00:00Z,12/12/2015,00:00:00,Bournemouth,Man United,2,1,H,1,1,D
2015-16,2015-12-12T00:00:00Z,12/12/2015,00:00:00,Crystal Palace,Southampton,1,0,H,1,0,H
2015-16,2015-12-12T00:00:00Z,12/12/2015,00:00:00,Man City,Swansea,2,1,H,1,0,H
2015-16,2015-12-12T00:00:00Z,12/12/2015,00:00:00,Norwich,Everton,1,1,D,0,1,A
2015-16,2015-12-12T00:00:00Z,12/12/2015,00:00:00,Sunderland,Watford,0,1,A,0,1,A
2015-16,2015-12-12T00:00:00Z,12/12/2015,00:00:00,West Ham,Stoke,0,0,D,0,0,D
2015-16,2015-12-13T00:00:00Z,13/12/2015,00:00:00,Aston Villa,Arsenal,0,2,A,0,2,A
2015-16,2015-12-13T00:00:00Z,13/12/2015,00:00:00,Liverpool,West Brom,2,2,D,1,1,D
2015-16,2015-12-13T00:00:00Z,13/12/2015,00:00:00,Tottenham,Newcastle,1,2,A,1,0,H
2015-16,2015-12-14T00:00:00Z,14/12/2015,00:00:00,Leicester,Chelsea,2,1,H,1,0,H
2015-16,2015-12-19T00:00:00Z,19/12/2015,00:00:00,Chelsea,Sunderland,3,1,H,2,0,H
2015-16,2015-12-19T00:00:00Z,19/12/2015,00:00:00,Everton,Leicester,2,3,A,1,1,D
2015-16,2015-12-19T00:00:00Z,19/12/2015,00:00:00,Man United,Norwich,1,2,A,0,1,A
2015-16,2015-12-19T00:00:00Z,19/12/2015,00:00:00,Newcastle,Aston Villa,1,1,D,1,0,H
2015-16,2015-12-19T00:00:00Z,19/12/2015,00:00:00,Southampton,Tottenham,0,2,A,0,2,A
2015-16,2015-12-19T00:00:00Z,19/12/2015,00:00:00,Stoke,Crystal Palace,1,2,A,0,1,A
2015-16,2015-12-19T00:00:00Z,19/12/2015,00:00:00,West Brom,Bournemouth,1,2,A,0,0,D
2015-16,2015-12-20T00:00:00Z,20/12/2015,00:00:00,Swansea,West Ham,0,0,D,0,0,D
2015-16,2015-12-20T00:00:00Z,20/12/2015,00:00:00,Watford,Liverpool,3,0,H,2,0,H
2015-16,2015-12-21T00:00:00Z,21/12/2015,00:00:00,Arsenal,Man City,2,1,H,2,0,H
2015-16,2015-12-26T00:00:00Z,26/12/2015,00:00:00,Aston Villa,West Ham,1,1,D,0,1,A
2015-16,2015-12-26T00:00:00Z,26/12/2015,00:00:00,Bournemouth,Crystal Palace,0,0,D,0,0,D
2015-16,2015-12-26T00:00:00Z,26/12/2015,00:00:00,Chelsea,Watford,2,2,D,1,1,D
2015-16,2015-12-26T00:00:00Z,26/12/2015,00:00:00,Liverpool,Leicester,1,0,H,0,0,D
2015-16,2015-12-26T00:00:00Z,26/12/2015,00:00:00,Man City,Sunderland,4,1,H,3,0,H
2015-16,2015-12-26T00:00:00Z,26/12/2015,00:00:00,Newcastle,Everton,0,1,A,0,0,D
2015-16,2015-12-26T00:00:00Z,26/12/2015,00:00:00,Southampton,Arsenal,4,0,H,1,0,H
2015-16,2015-12-26T00:00:00Z,26/12/2015,00:00:00,Stoke,Man United,2,0,H,2,0,H
2015-16,2015-12-26T00:00:00Z,26/12/2015,00:00:00,Swansea,West Brom,1,0,H,1,0,H
2015-16,2015-12-26T00:00:00Z,26/12/2015,00:00:00,Tottenham,Norwich,3,0,H,2,0,H
2015-16,2015-12-28T00:00:00Z,28/12/2015,00:00:00,Arsenal,Bournemouth,2,0,H,1,0,H
2015-16,2015-12-28T00:00:00Z,28/12/2015,00:00:00,Crystal Palace,Swansea,0,0,D,0,0,D
2015-16,2015-12-28T00:00:00Z,28/12/2015,00:00:00,Everton,Stoke,3,4,A,1,2,A
2015-16,2015-12-28T00:00:00Z,28/12/2015,00:00:00,Man United,Chelsea,0,0,D,0,0,D
2015-16,2015-12-28T00:00:00Z,28/12/2015,00:00:00,Norwich,Aston Villa,2,0,H,1,0,H
2015-16,2015-12-28T00:00:00Z,28/12/2015,00:00:00,Watford,Tottenham,1,2,A,1,1,D
2015-16,2015-12-28T00:00:00Z,28/12/2015,00:00:00,West Brom,Newcastle,1,0,H,0,0,D
2015-16,2015-12-28T00:00:00Z,28/12/2015,00:00:00,West Ham,Southampton,2,1,H,0,1,A
2015-16,2015-12-29T00:00:00Z,29/12/2015,00:00:00,Leicester,Man City,0,0,D,0,0,D
2015-16,2015-12-30T00:00:00Z,30/12/2015,00:00:00,Sunderland,Liverpool,0,1,A,0,0,D
2015-16,2016-01-02T00:00:00Z,02/01/2016,00:00:00,Arsenal,Newcastle,1,0,H,0,0,D
2015-16,2016-01-02T00:00:00Z,02/01/2016,00:00:00,Leicester,Bournemouth,0,0,D,0,0,D
2015-16,2016-01-02T00:00:00Z,02/01/2016,00:00:00,Man United,Swansea,2,1,H,0,0,D
2015-16,2016-01-02T00:00:00Z,02/01/2016,00:00:00,Norwich,Southampton,1,0,H,0,0,D
2015-16,2016-01-02T00:00:00Z,02/01/2016,00:00:00,Sunderland,Aston Villa,3,1,H,1,0,H
2015-16,2016-01-02T00:00:00Z,02/01/2016,00:00:00,Watford,Man City,1,2,A,0,0,D
2015-16,2016-01-02T00:00:00Z,02/01/2016,00:00:00,West Brom,Stoke,2,1,H,0,0,D
2015-16,2016-01-02T00:00:00Z,02/01/2016,00:00:00,West Ham,Liverpool,2,0,H,1,0,H
2015-16,2016-01-03T00:00:00Z,03/01/2016,00:00:00,Crystal Palace,Chelsea,0,3,A,0,1,A
2015-16,2016-01-03T00:00:00Z,03/01/2016,00:00:00,Everton,Tottenham,1,1,D,1,1,D
2015-16,2016-01-12T00:00:00Z,12/01/2016,00:00:00,Aston Villa,Crystal Palace,1,0,H,0,0,D
2015-16,2016-01-12T00:00:00Z,12/01/2016,00:00:00,Bournemouth,West Ham,1,3,A,1,0,H
2015-16,2016-01-12T00:00:00Z,12/01/2016,00:00:00,Newcastle,Man United,3,3,D,1,2,A
2015-16,2016-01-13T00:00:00Z,13/01/2016,00:00:00,Chelsea,West Brom,2,2,D,1,1,D
2015-16,2016-01-13T00:00:00Z,13/01/2016,00:00:00,Liverpool,Arsenal,3,3,D,2,2,D
2015-16,2016-01-13T00:00:00Z,13/01/2016,00:00:00,Man City,Everton,0,0,D,0,0,D
2015-16,2016-01-13T00:00:00Z,13/01/2016,00:00:00,Southampton,Watford,2,0,H,1,0,H
2015-16,2016-01-13T00:00:00Z,13/01/2016,00:00:00,Stoke,Norwich,3,1,H,0,0,D
2015-16,2016-01-13T00:00:00Z,13/01/2016,00:00:00,Swansea,Sunderland,2,4,A,2,1,H
2015-16,2016-01-13T00:00:00Z,13/01/2016,00:00:00,Tottenham,Leicester,0,1,A,0,0,D
2015-16,2016-01-16T00:00:00Z,16/01/2016,00:00:00,Aston Villa,Leicester,1,1,D,0,1,A
2015-16,2016-01-16T00:00:00Z,16/01/2016,00:00:00,Bournemouth,Norwich,3,0,H,1,0,H
2015-16,2016-01-16T00:00:00Z,16/01/2016,00:00:00,Chelsea,Everton,3,3,D,0,0,D
2015-16,2016-01-16T00:00:00Z,16/01/2016,00:00:00,Man City,Crystal Palace,4,0,H,2,0,H
2015-16,2016-01-16T00:00:00Z,16/01/2016,00:00:00,Newcastle,West Ham,2,1,H,2,0,H
2015-16,2016-01-16T00:00:00Z,16/01/2016,00:00:00,Southampton,West Brom,3,0,H,2,0,H
2015-16,2016-01-16T00:00:00Z,16/01/2016,00:00:00,Tottenham,Sunderland,4,1,H,1,1,D
2015-16,2016-01-17T00:00:00Z,17/01/2016,00:00:00,Liverpool,Man United,0,1,A,0,0,D
2015-16,2016-01-17T00:00:00Z,17/01/2016,00:00:00,Stoke,Arsenal,0,0,D,0,0,D
2015-16,2016-01-18T00:00:00Z,18/01/2016,00:00:00,Swansea,Watford,1,0,H,1,0,H
2015-16,2016-01-23T00:00:00Z,23/01/2016,00:00:00,Crystal Palace,Tottenham,1,3,A,1,0,H
2015-16,2016-01-23T00:00:00Z,23/01/2016,00:00:00,Leicester,Stoke,3,0,H,1,0,H
2015-16,2016-01-23T00:00:00Z,23/01/2016,00:00:00,Man United,Southampton,0,1,A,0,0,D
2015-16,2016-01-23T00:00:00Z,23/01/2016,00:00:00,Norwich,Liverpool,4,5,A,2,1,H
2015-16,2016-01-23T00:00:00Z,23/01/2016,00:00:00,Sunderland,Bournemouth,1,1,D,1,1,D
2015-16,2016-01-23T00:00:00Z,23/01/2016,00:00:00,Watford,Newcastle,2,1,H,0,0,D
2015-16,2016-01-23T00:00:00Z,23/01/2016,00:00:00,West Brom,Aston Villa,0,0,D,0,0,D
2015-16,2016-01-23T00:00:00Z,23/01/2016,00:00:00,West Ham,Man City,2,2,D,1,1,D
2015-16,2016-01-24T00:00:00Z,24/01/2016,00:00:00,Arsenal,Chelsea,0,1,A,0,1,A
2015-16,2016-01-24T00:00:00Z,24/01/2016,00:00:00,Everton,Swansea,1,2,A,1,2,A
2015-16,2016-02-02T00:00:00Z,02/02/2016,00:00:00,Arsenal,Southampton,0,0,D,0,0,D
2015-16,2016-02-02T00:00:00Z,02/02/2016,00:00:00,Crystal Palace,Bournemouth,1,2,A,1,1,D
2015-16,2016-02-02T00:00:00Z,02/02/2016,00:00:00,Leicester,Liverpool,2,0,H,0,0,D
2015-16,2016-02-02T00:00:00Z,02/02/2016,00:00:00,Man United,Stoke,3,0,H,2,0,H
2015-16,2016-02-02T00:00:00Z,02/02/2016,00:00:00,Norwich,Tottenham,0,3,A,0,2,A
2015-16,2016-02-02T00:00:00Z,02/02/2016,00:00:00,Sunderland,Man City,0,1,A,0,1,A
2015-16,2016-02-02T00:00:00Z,02/02/2016,00:00:00,West Brom,Swansea,1,1,D,0,0,D
2015-16,2016-02-02T00:00:00Z,02/02/2016,00:00:00,West Ham,Aston Villa,2,0,H,0,0,D
2015-16,2016-02-03T00:00:00Z,03/02/2016,00:00:00,Everton,Newcastle,3,0,H,1,0,H
2015-16,2016-02-03T00:00:00Z,03/02/2016,00:00:00,Watford,Chelsea,0,0,D,0,0,D
2015-16,2016-02-06T00:00:00Z,06/02/2016,00:00:00,Aston Villa,Norwich,2,0,H,1,0,H
2015-16,2016-02-06T00:00:00Z,06/02/2016,00:00:00,Liverpool,Sunderland,2,2,D,0,0,D
2015-16,2016-02-06T00:00:00Z,06/02/2016,00:00:00,Man City,Leicester,1,3,A,0,1,A
2015-16,2016-02-06T00:00:00Z,06/02/2016,00:00:00,Newcastle,West Brom,1,0,H,1,0,H
2015-16,2016-02-06T00:00:00Z,06/02/2016,00:00:00,Southampton,West Ham,1,0,H,1,0,H
2015-16,2016-02-06T00:00:00Z,06/02/2016,00:00:00,Stoke,Everton,0,3,A,0,3,A
2015-16,2016-02-06T00:00:00Z,06/02/2016,00:00:00,Swansea,Crystal Palace,1,1,D,1,0,H
2015-16,2016-02-06T00:00:00Z,06/02/2016,00:00:00,Tottenham,Watford,1,0,H,0,0,D
2015-16,2016-02-07T00:00:00Z,07/02/2016,00:00:00,Bournemouth,Arsenal,0,2,A,0,2,A
2015-16,2016-02-07T00:00:00Z,07/02/2016,00:00:00,Chelsea,Man United,1,1,D,0,0,D
2015-16,2016-02-13T00:00:00Z,13/02/2016,00:00:00,Bournemouth,Stoke,1,3,A,0,1,A
2015-16,2016-02-13T00:00:00Z,13/02/2016,00:00:00,Chelsea,Newcastle,5,1,H,3,0,H
2015-16,2016-02-13T00:00:00Z,13/02/2016,00:00:00,Crystal Palace,Watford,1,2,A,1,1,D
2015-16,2016-02-13T00:00:00Z,13/02/2016,00:00:00,Everton,West Brom,0,1,A,0,1,A
2015-16,2016-02-13T00:00:00Z,13/02/2016,00:00:00,Norwich,West Ham,2,2,D,0,0,D
2015-16,2016-02-13T00:00:00Z,13/02/2016,00:00:00,Sunderland,Man United,2,1,H,1,1,D
2015-16,2016-02-13T00:00:00Z,13/02/2016,00:00:00,Swansea,Southampton,0,1,A,0,0,D
2015-16,2016-02-14T00:00:00Z,14/02/2016,00:00:00,Arsenal,Leicester,2,1,H,0,1,A
2015-16,2016-02-14T00:00:00Z,14/02/2016,00:00:00,Aston Villa,Liverpool,0,6,A,0,2,A
2015-16,2016-02-14T00:00:00Z,14/02/2016,00:00:00,Man City,Tottenham,1,2,A,0,0,D
2015-16,2016-02-27T00:00:00Z,27/02/2016,00:00:00,Leicester,Norwich,1,0,H,0,0,D
2015-16,2016-02-27T00:00:00Z,27/02/2016,00:00:00,Southampton,Chelsea,1,2,A,1,0,H
2015-16,2016-02-27T00:00:00Z,27/02/2016,00:00:00,Stoke,Aston Villa,2,1,H,0,0,D
2015-16,2016-02-27T00:00:00Z,27/02/2016,00:00:00,Watford,Bournemouth,0,0,D,0,0,D
2015-16,2016-02-27T00:00:00Z,27/02/2016,00:00:00,West Brom,Crystal Palace,3,2,H,3,0,H
2015-16,2016-02-27T00:00:00Z,27/02/2016,00:00:00,West Ham,Sunderland,1,0,H,1,0,H
2015-16,2016-02-28T00:00:00Z,28/02/2016,00:00:00,Tottenham,Swansea,2,1,H,0,1,A
2015-16,2016-02-28T00:00:00Z,28/02/2016,00:00:00,Man United,Arsenal,3,2,H,2,1,H
2015-16,2016-03-01T00:00:00Z,01/03/2016,00:00:00,Aston Villa,Everton,1,3,A,0,2,A
2015-16,2016-03-01T00:00:00Z,01/03/2016,00:00:00,Bournemouth,Southampton,2,0,H,1,0,H
2015-16,2016-03-01T00:00:00Z,01/03/2016,00:00:00,Leicester,West Brom,2,2,D,2,1,H
2015-16,2016-03-01T00:00:00Z,01/03/2016,00:00:00,Norwich,Chelsea,1,2,A,0,2,A
2015-16,2016-03-01T00:00:00Z,01/03/2016,00:00:00,Sunderland,Crystal Palace,2,2,D,1,0,H
2015-16,2016-03-02T00:00:00Z,02/03/2016,00:00:00,Arsenal,Swansea,1,2,A,1,1,D
2015-16,2016-03-02T00:00:00Z,02/03/2016,00:00:00,Liverpool,Man City,3,0,H,2,0,H
2015-16,2016-03-02T00:00:00Z,02/03/2016,00:00:00,Man United,Watford,1,0,H,0,0,D
2015-16,2016-03-02T00:00:00Z,02/03/2016,00:00:00,Stoke,Newcastle,1,0,H,0,0,D
2015-16,2016-03-02T00:00:00Z,02/03/2016,00:00:00,West Ham,Tottenham,1,0,H,1,0,H
2015-16,2016-03-05T00:00:00Z,05/03/2016,00:00:00,Chelsea,Stoke,1,1,D,1,0,H
2015-16,2016-03-05T00:00:00Z,05/03/2016,00:00:00,Everton,West Ham,2,3,A,1,0,H
2015-16,2016-03-05T00:00:00Z,05/03/2016,00:00:00,Man City,Aston Villa,4,0,H,0,0,D
2015-16,2016-03-05T00:00:00Z,05/03/2016,00:00:00,Newcastle,Bournemouth,1,3,A,0,1,A
2015-16,2016-03-05T00:00:00Z,05/03/2016,00:00:00,Southampton,Sunderland,1,1,D,0,0,D
2015-16,2016-03-05T00:00:00Z,05/03/2016,00:00:00,Swansea,Norwich,1,0,H,0,0,D
2015-16,2016-03-05T00:00:00Z,05/03/2016,00:00:00,Tottenham,Arsenal,2,2,D,0,1,A
2015-16,2016-03-05T00:00:00Z,05/03/2016,00:00:00,Watford,Leicester,0,1,A,0,0,D
2015-16,2016-03-06T00:00:00Z,06/03/2016,00:00:00,Crystal Palace,Liverpool,1,2,A,0,0,D
2015-16,2016-03-06T00:00:00Z,06/03/2016,00:00:00,West Brom,Man United,1,0,H,0,0,D
2015-16,2016-03-12T00:00:00Z,12/03/2016,00:00:00,Bournemouth,Swansea,3,2,H,1,1,D
2015-16,2016-03-12T00:00:00Z,12/03/2016,00:00:00,Norwich,Man City,0,0,D,0,0,D
2015-16,2016-03-12T00:00:00Z,12/03/2016,00:00:00,Stoke,Southampton,1,2,A,0,2,A
2015-16,2016-03-13T00:00:00Z,13/03/2016,00:00:00,Aston Villa,Tottenham,0,2,A,0,1,A
2015-16,2016-03-14T00:00:00Z,14/03/2016,00:00:00,Leicester,Newcastle,1,0,H,1,0,H
2015-16,2016-03-19T00:00:00Z,19/03/2016,00:00:00,Chelsea,West Ham,2,2,D,1,1,D
2015-16,2016-03-19T00:00:00Z,19/03/2016,00:00:00,Crystal Palace,Leicester,0,1,A,0,1,A
2015-16,2016-03-19T00:00:00Z,19/03/2016,00:00:00,Everton,Arsenal,0,2,A,0,2,A
2015-16,2016-03-19T00:00:00Z,19/03/2016,00:00:00,Swansea,Aston Villa,1,0,H,0,0,D
2015-16,2016-03-19T00:00:00Z,19/03/2016,00:00:00,Watford,Stoke,1,2,A,0,1,A
2015-16,2016-03-19T00:00:00Z,19/03/2016,00:00:00,West Brom,Norwich,0,1,A,0,0,D
2015-16,2016-03-20T00:00:00Z,20/03/2016,00:00:00,Man City,Man United,0,1,A,0,1,A
2015-16,2016-03-20T00:00:00Z,20/03/2016,00:00:00,Newcastle,Sunderland,1,1,D,0,1,A
2015-16,2016-03-20T00:00:00Z,20/03/2016,00:00:00,Southampton,Liverpool,3,2,H,0,2,A
2015-16,2016-03-20T00:00:00Z,20/03/2016,00:00:00,Tottenham,Bournemouth,3,0,H,2,0,H
2015-16,2016-04-02T00:00:00Z,02/04/2016,00:00:00,Arsenal,Watford,4,0,H,2,0,H
2015-16,2016-04-02T00:00:00Z,02/04/2016,00:00:00,Aston Villa,Chelsea,0,4,A,0,2,A
2015-16,2016-04-02T00:00:00Z,02/04/2016,00:00:00,Bournemouth,Man City,0,4,A,0,3,A
2015-16,2016-04-02T00:00:00Z,02/04/2016,00:00:00,Liverpool,Tottenham,1,1,D,0,0,D
2015-16,2016-04-02T00:00:00Z,02/04/2016,00:00:00,Norwich,Newcastle,3,2,H,1,0,H
2015-16,2016-04-02T00:00:00Z,02/04/2016,00:00:00,Stoke,Swansea,2,2,D,1,0,H
2015-16,2016-04-02T00:00:00Z,02/04/2016,00:00:00,Sunderland,West Brom,0,0,D,0,0,D
2015-16,2016-04-02T00:00:00Z,02/04/2016,00:00:00,West Ham,Crystal Palace,2,2,D,2,1,H
2015-16,2016-04-03T00:00:00Z,03/04/2016,00:00:00,Leicester,Southampton,1,0,H,1,0,H
2015-16,2016-04-03T00:00:00Z,03/04/2016,00:00:00,Man United,Everton,1,0,H,0,0,D
2015-16,2016-04-09T00:00:00Z,09/04/2016,00:00:00,Aston Villa,Bournemouth,1,2,A,0,1,A
2015-16,2016-04-09T00:00:00Z,09/04/2016,00:00:00,Crystal Palace,Norwich,1,0,H,0,0,D
2015-16,2016-04-09T00:00:00Z,09/04/2016,00:00:00,Man City,West Brom,2,1,H,1,1,D
2015-16,2016-04-09T00:00:00Z,09/04/2016,00:00:00,Southampton,Newcastle,3,1,H,2,0,H
2015-16,2016-04-09T00:00:00Z,09/04/2016,00:00:00,Swansea,Chelsea,1,0,H,1,0,H
2015-16,2016-04-09T00:00:00Z,09/04/2016,00:00:00,Watford,Everton,1,1,D,1,1,D
2015-16,2016-04-09T00:00:00Z,09/04/2016,00:00:00,West Ham,Arsenal,3,3,D,2,2,D
2015-16,2016-04-10T00:00:00Z,10/04/2016,00:00:00,Liverpool,Stoke,4,1,H,2,1,H
2015-16,2016-04-10T00:00:00Z,10/04/2016,00:00:00,Sunderland,Leicester,0,2,A,0,0,D
2015-16,2016-04-10T00:00:00Z,10/04/2016,00:00:00,Tottenham,Man United,3,0,H,0,0,D
2015-16,2016-04-13T00:00:00Z,13/04/2016,00:00:00,Crystal Palace,Everton,0,0,D,0,0,D
2015-16,2016-04-16T00:00:00Z,16/04/2016,00:00:00,Chelsea,Man City,0,3,A,0,1,A
2015-16,2016-04-16T00:00:00Z,16/04/2016,00:00:00,Everton,Southampton,1,1,D,0,0,D
2015-16,2016-04-16T00:00:00Z,16/04/2016,00:00:00,Man United,Aston Villa,1,0,H,1,0,H
2015-16,2016-04-16T00:00:00Z,16/04/2016,00:00:00,Newcastle,Swansea,3,0,H,1,0,H
2015-16,2016-04-16T00:00:00Z,16/04/2016,00:00:00,Norwich,Sunderland,0,3,A,0,1,A
2015-16,2016-04-16T00:00:00Z,16/04/2016,00:00:00,West Brom,Watford,0,1,A,0,1,A
2015-16,2016-04-17T00:00:00Z,17/04/2016,00:00:00,Arsenal,Crystal Palace,1,1,D,1,0,H
2015-16,2016-04-17T00:00:00Z,17/04/2016,00:00:00,Bournemouth,Liverpool,1,2,A,0,2,A
2015-16,2016-04-17T00:00:00Z,17/04/2016,00:00:00,Leicester,West Ham,2,2,D,1,0,H
2015-16,2016-04-18T00:00:00Z,18/04/2016,00:00:00,Stoke,Tottenham,0,4,A,0,1,A
2015-16,2016-04-19T00:00:00Z,19/04/2016,00:00:00,Newcastle,Man City,1,1,D,1,1,D
2015-16,2016-04-20T00:00:00Z,20/04/2016,00:00:00,Liverpool,Everton,4,0,H,2,0,H
2015-16,2016-04-20T00:00:00Z,20/04/2016,00:00:00,Man United,Crystal Palace,2,0,H,1,0,H
2015-16,2016-04-20T00:00:00Z,20/04/2016,00:00:00,West Ham,Watford,3,1,H,2,0,H
2015-16,2016-04-21T00:00:00Z,21/04/2016,00:00:00,Arsenal,West Brom,2,0,H,2,0,H
2015-16,2016-04-23T00:00:00Z,23/04/2016,00:00:00,Aston Villa,Southampton,2,4,A,1,2,A
2015-16,2016-04-23T00:00:00Z,23/04/2016,00:00:00,Bournemouth,Chelsea,1,4,A,1,2,A
2015-16,2016-04-23T00:00:00Z,23/04/2016,00:00:00,Liverpool,Newcastle,2,2,D,2,0,H
2015-16,2016-04-23T00:00:00Z,23/04/2016,00:00:00,Man City,Stoke,4,0,H,2,0,H
2015-16,2016-04-24T00:00:00Z,24/04/2016,00:00:00,Leicester,Swansea,4,0,H,2,0,H
2015-16,2016-04-24T00:00:00Z,24/04/2016,00:00:00,Sunderland,Arsenal,0,0,D,0,0,D
2015-16,2016-04-25T00:00:00Z,25/04/2016,00:00:00,Tottenham,West Brom,1,1,D,1,0,H
2015-16,2016-04-30T00:00:00Z,30/04/2016,00:00:00,Arsenal,Norwich,1,0,H,0,0,D
2015-16,2016-04-30T00:00:00Z,30/04/2016,00:00:00,Everton,Bournemouth,2,1,H,1,1,D
2015-16,2016-04-30T00:00:00Z,30/04/2016,00:00:00,Newcastle,Crystal Palace,1,0,H,0,0,D
2015-16,2016-04-30T00:00:00Z,30/04/2016,00:00:00,Stoke,Sunderland,1,1,D,0,0,D
2015-16,2016-04-30T00:00:00Z,30/04/2016,00:00:00,Watford,Aston Villa,3,2,H,1,1,D
2015-16,2016-04-30T00:00:00Z,30/04/2016,00:00:00,West Brom,West Ham,0,3,A,0,2,A
2015-16,2016-05-01T00:00:00Z,01/05/2016,00:00:00,Man United,Leicester,1,1,D,1,1,D
2015-16,2016-05-01T00:00:00Z,01/05/2016,00:00:00,Southampton,Man City,4,2,H,2,1,H
2015-16,2016-05-01T00:00:00Z,01/05/2016,00:00:00,Swansea,Liverpool,3,1,H,2,0,H
2015-16,2016-05-02T00:00:00Z,02/05/2016,00:00:00,Chelsea,Tottenham,2,2,D,0,2,A
2015-16,2016-05-07T00:00:00Z,07/05/2016,00:00:00,Aston Villa,Newcastle,0,0,D,0,0,D
2015-16,2016-05-07T00:00:00Z,07/05/2016,00:00:00,Bournemouth,West Brom,1,1,D,0,1,A
2015-16,2016-05-07T00:00:00Z,07/05/2016,00:00:00,Crystal Palace,Stoke,2,1,H,0,1,A
2015-16,2016-05-07T00:00:00Z,07/05/2016,00:00:00,Leicester,Everton,3,1,H,2,0,H
2015-16,2016-05-07T00:00:00Z,07/05/2016,00:00:00,Norwich,Man United,0,1,A,0,0,D
2015-16,2016-05-07T00:00:00Z,07/05/2016,00:00:00,Sunderland,Chelsea,3,2,H,1,2,A
2015-16,2016-05-07T00:00:00Z,07/05/2016,00:00:00,West Ham,Swansea,1,4,A,0,2,A
2015-16,2016-05-08T00:00:00Z,08/05/2016,00:00:00,Liverpool,Watford,2,0,H,1,0,H
2015-16,2016-05-08T00:00:00Z,08/05/2016,00:00:00,Man City,Arsenal,2,2,D,1,1,D
2015-16,2016-05-08T00:00:00Z,08/05/2016,00:00:00,Tottenham,Southampton,1,2,A,1,1,D
2015-16,2016-05-10T00:00:00Z,10/05/2016,00:00:00,West Ham,Man United,3,2,H,1,0,H
2015-16,2016-05-11T00:00:00Z,11/05/2016,00:00:00,Liverpool,Chelsea,1,1,D,0,1,A
2015-16,2016-05-11T00:00:00Z,11/05/2016,00:00:00,Norwich,Watford,4,2,H,3,1,H
2015-16,2016-05-11T00:00:00Z,11/05/2016,00:00:00,Sunderland,Everton,3,0,H,2,0,H
